model,n_folds,val_macro_f1_mean,val_macro_f1_std,test_macro_f1_mean,test_macro_f1_std,test_macro_f1_min,test_macro_f1_max
09_noise_robust,4,0.989238614640456,0.005548765281129313,0.9469917133680399,0.013016789370688682,0.9305235967080645,0.9610886189833558
05_convnext_tiny,4,0.9795918470112049,0.012798240911886473,0.9403804442551466,0.018850234101900936,0.9132622350014574,0.9566126863039068
08_multitask,4,0.9860528943051069,0.006449365796219111,0.9346908667781865,0.014674300294899165,0.9171882471707136,0.9521249132638129
