model,checkpoint_test_macro_f1,centroid_vs_center_offset_r,centroid_vs_center_offset_r_baseline,probe_reposition_mean_delta,probe_reposition_mean_delta_baseline,probe_occlusion_center_mean_delta,probe_occlusion_center_mean_delta_baseline,probe_color_jitter_mean_delta,probe_color_jitter_mean_delta_baseline,nn_lineage_label_agreement_mean,nn_lineage_label_agreement_mean_baseline,damage_leak_score,damage_leak_score_delta,real_world_confidence,real_world_confidence_delta,tcav_off_center_score,tcav_off_center_p,tcav_off_center_score_baseline,tcav_elongated_shape_score,tcav_elongated_shape_p,tcav_elongated_shape_score_baseline,tcav_dark_color_score,tcav_dark_color_p,tcav_dark_color_score_baseline,tcav_large_area_score,tcav_large_area_p,tcav_large_area_score_baseline
09_noise_robust,0.9739,-0.0075,0.0135,0.0519,0.0904,0.3563,0.5533,0.1876,0.2094,0.9706,0.9333,1.0,0.0,0.7763,0.0218,1.0,0.5415,1.0,0.0,0.3739,0.0,0.0,0.3739,1.0,0.0,0.5415,0.0
